1.000000000000000021e-02,1.013849454482783699e-02,1.039740412276817655e-02,1.085538545088380116e-02,1.162121659268269477e-02,1.283041114002805849e-02,1.463042854304434995e-02,1.715154543663412190e-02,2.046462006896350785e-02,2.453330753294534483e-02,2.917471779699823409e-02,3.404575546740303688e-02,3.866929151435001544e-02,4.250388257089632305e-02,4.504555062048901104e-02,4.593602581420089953e-02,4.504555062048898328e-02,4.250388257089632305e-02,3.866929151435001544e-02,3.404575546740303688e-02,2.917471779699823409e-02
1.013849454482783699e-02,1.042444853870957630e-02,1.095902719636219005e-02,1.190463548772648095e-02,1.348587086352149092e-02,1.598253245133537254e-02,1.969908436382401123e-02,2.490451282066970945e-02,3.174512105055022487e-02,4.014586659347732511e-02,4.972913071337099061e-02,5.978651368056413923e-02,6.933287234851162606e-02,7.725027175861612361e-02,8.249813282640133805e-02,8.433672465260694251e-02,8.249813282640133805e-02,7.725027175861612361e-02,6.933287234851162606e-02,5.978651368056413923e-02,4.972913071337099061e-02
1.039740412276817655e-02,1.095902719636219005e-02,1.200895730824161692e-02,1.386616317483158750e-02,1.697176159566305548e-02,2.187528728396675309e-02,2.917471779699823409e-02,3.939835094029501411e-02,5.283353107947105082e-02,6.933287234851157055e-02,8.815471909741134926e-02,1.079077508969361471e-01,1.266571141212205764e-01,1.422071476465900652e-01,1.525141198370285334e-01,1.561251748130449701e-01,1.525141198370285334e-01,1.422071476465900652e-01,1.266571141212205764e-01,1.079077508969360638e-01,8.815471909741134926e-02
1.085538545088380116e-02,1.190463548772648095e-02,1.386616317483158750e-02,1.733588052720769560e-02,2.313790222233397947e-02,3.229889426667244268e-02,4.593602581420089953e-02,6.503628710443518091e-02,9.013650808682457938e-02,1.209613357130042005e-01,1.561251748130451367e-01,1.930286966195373932e-01,2.280571186677352868e-01,2.571084059394421750e-01,2.763643650675952079e-01,2.831107039286035465e-01,2.763643650675952079e-01,2.571084059394421750e-01,2.280571186677352036e-01,1.930286966195372822e-01,1.561251748130451367e-01
1.162121659268269477e-02,1.348587086352149092e-02,1.697176159566305548e-02,2.313790222233397947e-02,3.344885209456047170e-02,4.972913071337099061e-02,7.396409348602629719e-02,1.079077508969361471e-01,1.525141198370285334e-01,2.072938619983753228e-01,2.697845939065516285e-01,3.353669690595069142e-01,3.976170471909880044e-01,4.492449766476876993e-01,4.834653294393373990e-01,4.954544541741418007e-01,4.834653294393373990e-01,4.492449766476876993e-01,3.976170471909878934e-01,3.353669690595067476e-01,2.697845939065516285e-01
1.283041114002805849e-02,1.598253245133537254e-02,2.187528728396675309e-02,3.229889426667244268e-02,4.972913071337099061e-02,7.725027175861606810e-02,1.182184790177892020e-01,1.755988350344103444e-01,2.510040661032517662e-01,3.436069659518259378e-01,4.492449766476878659e-01,5.601092830227185626e-01,6.653404784123704285e-01,7.526153685859399145e-01,8.104634667572380158e-01,8.307305887495088914e-01,8.104634667572380158e-01,7.526153685859399145e-01,6.653404784123702065e-01,5.601092830227180075e-01,4.492449766476878659e-01
1.463042854304434995e-02,1.969908436382401123e-02,2.917471779699823409e-02,4.593602581420089953e-02,7.396409348602629719e-02,1.182184790177892020e-01,1.840959379360797565e-01,2.763643650675953189e-01,3.976170471909882820e-01,5.465238248758493844e-01,7.163912458689508655e-01,8.946626245144133627e-01,1.063875880719374667e+00,1.204215143202486793e+00,1.297235706359485707e+00,1.329825526265233426e+00,1.297235706359485707e+00,1.204215143202486793e+00,1.063875880719374001e+00,8.946626245144130296e-01,7.163912458689508655e-01
1.715154543663412190e-02,2.490451282066970945e-02,3.939835094029501411e-02,6.503628710443518091e-02,1.079077508969361471e-01,1.755988350344103444e-01,2.763643650675953189e-01,4.174972672453701183e-01,6.029642081798007869e-01,8.307305887495092245e-01,1.090558168513482862e+00,1.363240361389765010e+00,1.622067336960918205e+00,1.836728928357710622e+00,1.979012290594348356e+00,2.028861366900735153e+00,1.979012290594348356e+00,1.836728928357710622e+00,1.622067336960917094e+00,1.363240361389764344e+00,1.090558168513482862e+00
2.046462006896350785e-02,3.174512105055022487e-02,5.283353107947105082e-02,9.013650808682457938e-02,1.525141198370285334e-01,2.510040661032517662e-01,3.976170471909882820e-01,6.029642081798007869e-01,8.728170149348990492e-01,1.204215143202486793e+00,1.582262041040093603e+00,1.979012290594348356e+00,2.355603317921971307e+00,2.667934090452584783e+00,2.874955160949904887e+00,2.947485139002344656e+00,2.874955160949904442e+00,2.667934090452584339e+00,2.355603317921970419e+00,1.979012290594348134e+00,1.582262041040093603e+00
2.453330753294534483e-02,4.014586659347732511e-02,6.933287234851157055e-02,1.209613357130042005e-01,2.072938619983753228e-01,3.436069659518259378e-01,5.465238248758493844e-01,8.307305887495092245e-01,1.204215143202486793e+00,1.662880308745487312e+00,2.186108800970689714e+00,2.735223305154290241e+00,3.256436827977093440e+00,3.688712188842306894e+00,3.975235694774339024e+00,4.075619407151227058e+00,3.975235694774339024e+00,3.688712188842305562e+00,3.256436827977092552e+00,2.735223305154288465e+00,2.186108800970689714e+00
2.917471779699823409e-02,4.972913071337099061e-02,8.815471909741134926e-02,1.561251748130451367e-01,2.697845939065516285e-01,4.492449766476878659e-01,7.163912458689508655e-01,1.090558168513482862e+00,1.582262041040093603e+00,2.186108800970689714e+00,2.874955160949903998e+00,3.597881249722338914e+00,4.284074840674374940e+00,4.853178613242898898e+00,5.230395597873034319e+00,5.362553834474296011e+00,5.230395597873032543e+00,4.853178613242897121e+00,4.284074840674374940e+00,3.597881249722335806e+00,2.874955160949903998e+00
3.404575546740303688e-02,5.978651368056413923e-02,1.079077508969361471e-01,1.930286966195373932e-01,3.353669690595069142e-01,5.601092830227185626e-01,8.946626245144133627e-01,1.363240361389765010e+00,1.979012290594348356e+00,2.735223305154290241e+00,3.597881249722338914e+00,4.503218012819795391e+00,5.362553834474297787e+00,6.075255416732348479e+00,6.547652815518064884e+00,6.713157577345684857e+00,6.547652815518063107e+00,6.075255416732345815e+00,5.362553834474296899e+00,4.503218012819790950e+00,3.597881249722338914e+00
3.866929151435001544e-02,6.933287234851162606e-02,1.266571141212205764e-01,2.280571186677352868e-01,3.976170471909880044e-01,6.653404784123704285e-01,1.063875880719374667e+00,1.622067336960918205e+00,2.355603317921971307e+00,3.256436827977093440e+00,4.284074840674374940e+00,5.362553834474297787e+00,6.386234380819699297e+00,7.235237444258242334e+00,7.797979058299245203e+00,7.995135979657727709e+00,7.797979058299243427e+00,7.235237444258240558e+00,6.386234380819695744e+00,5.362553834474296011e+00,4.284074840674374940e+00
4.250388257089632305e-02,7.725027175861612361e-02,1.422071476465900652e-01,2.571084059394421750e-01,4.492449766476876993e-01,7.526153685859399145e-01,1.204215143202486793e+00,1.836728928357710622e+00,2.667934090452584783e+00,3.688712188842306894e+00,4.853178613242898898e+00,6.075255416732348479e+00,7.235237444258242334e+00,8.197283952242623073e+00,8.834953741669515637e+00,9.058361802118296779e+00,8.834953741669513860e+00,8.197283952242623073e+00,7.235237444258240558e+00,6.075255416732344926e+00,4.853178613242898898e+00
4.504555062048901104e-02,8.249813282640133805e-02,1.525141198370285334e-01,2.763643650675952079e-01,4.834653294393373990e-01,8.104634667572380158e-01,1.297235706359485707e+00,1.979012290594348356e+00,2.874955160949904887e+00,3.975235694774339024e+00,5.230395597873034319e+00,6.547652815518064884e+00,7.797979058299245203e+00,8.834953741669515637e+00,9.522287901190702897e+00,9.763095908728319117e+00,9.522287901190702897e+00,8.834953741669513860e+00,7.797979058299242539e+00,6.547652815518060443e+00,5.230395597873034319e+00
4.593602581420089953e-02,8.433672465260694251e-02,1.561251748130449701e-01,2.831107039286035465e-01,4.954544541741418007e-01,8.307305887495088914e-01,1.329825526265233426e+00,2.028861366900735153e+00,2.947485139002344656e+00,4.075619407151227058e+00,5.362553834474296011e+00,6.713157577345684857e+00,7.995135979657727709e+00,9.058361802118296779e+00,9.763095908728319117e+00,1.000999999999999979e+01,9.763095908728319117e+00,9.058361802118296779e+00,7.995135979657725045e+00,6.713157577345680416e+00,5.362553834474296011e+00
